customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
208fe9aa6033a77419f8f503b7698e03,93010,sao leopoldo,RS
20ae758fb6688386d9d1540f63d380e0,95520,osorio,RS
21effa61d72771ba8315ab56ce7fb7ac,03807,sao paulo,SP
5af103d3f12fd83434cb97578a1e8d49,29902,linhares,ES
699003f10173022740145aa4aaeaccd5,41701,salvador,BA
869be6f00b4c49e72f9a1e2033baa9f0,29785,vila valerio,ES
968fe295f3c0ecbab2f617917cc4c46f,78556,sinop,MT
a3c22bbd3ae5d6200ac82078b67eec2a,09130,santo andre,SP
ae8482b27b2119e2c3278f5ddf9c1024,04941,sao paulo,SP
c28b1528e093df4b2a5d47f6f2b0d5fb,13256,itatiba,SP
c45ece361aab055ea6c55b61eb2d99c0,08810,mogi das cruzes,SP
c45ece361aab055ea6c55b61eb2d99c0,03264,sao paulo,SP
cd52ca09554e5cc34d9ec28d230008af,89074,blumenau,SC
d0e376592a3036444738ee6a426785c1,04675,sao paulo,SP
ef89c781d27561d99c4b90783fde3c57,62790,redencao,CE
28b506334071b7dfadd7bd023d9115c4,18278,tatui,SP
2a17d0a71f5910d7207819f9ca9ec12b,02806,sao paulo,SP
41b3ab6b1f95cbd2afb361e852a56917,05617,sao paulo,SP
547d0504ca415eb4864fa3030f73d3f3,03131,sao paulo,SP
547d0504ca415eb4864fa3030f73d3f3,37950,sao sebastiao do paraiso,MG
6832bd3ca1bf89c9e60bf3c91d846ec9,13061,campinas,SP
72eb961337993c4c089cb9135b86de90,01429,sao paulo,SP
790ac688b0fcc22b2a0dacf0202b2ce4,36400,conselheiro lafaiete,MG
7b53ce3d0ba1f84b0ebcef52fffb110d,35350,raul soares,MG
8f567321ba12101dedc07c70b7021069,36500,uba,MG
8f567321ba12101dedc07c70b7021069,36502,uba,MG
92046e40af14f7f88398c748bb559cfe,95320,nova prata,RS
a74cca5b53aa3fb9a6841f847033dcc1,30150,belo horizonte,MG
b68a98377d20140feaa17eeb61687459,36570,vicosa,MG
d6db3091e8c13023bf1e6d367b8c0847,89618,monte carlo,SC
e8a63b5829f45bc153ed838ba9de6c0b,36047,juiz de fora,MG
f95407bbebadeb8eb236153ba339e998,05466,sao paulo,SP
fe59d5878cd80080edbd29b5a0a4e1cf,71065,brasilia,DF
fe59d5878cd80080edbd29b5a0a4e1cf,71065,guara,DF
078f7e669cebf2fb640d0ad0dabb3068,06381,carapicuiba,SP
0c4c416f1f9844e6805b074f8f96f52c,30286,belo horizonte,MG
11e95918d6816403858e8314a3503f4c,03333,sao paulo,SP
1b765716e166ca699d20c4adc8bb0f7c,04543,sao paulo,SP
301a6d74a3eb7cd8e3508a045b8fa2e1,89705,concordia,SC
33416ee3d4fa56400ec814d7b24bde02,22710,rio de janeiro,RJ
60f874c577dc096ecd52bd0bf6bd5942,36780,astolfo dutra,MG
6321cbc5ca73fae88f1acccaa086ecdf,38060,uberaba,MG
657dec397f46d84dbe64df2b0389b3cc,27351,barra mansa,RJ
657dec397f46d84dbe64df2b0389b3cc,35300,caratinga,MG
6eb453dca2505def092eb261e3a3d8d0,07950,francisco morato,SP
6f302f15a62c56b3100b67a81bfef328,03921,sao paulo,SP
73de7b7b976fc6b75283b05f67fd6b5b,12570,aparecida,SP
79c3ef46b89f10777f5604a5e1ee22b5,22260,rio de janeiro,RJ
f497801658db70e1b18c76268001e944,22765,rio de janeiro,RJ
243b99bd9ed8a3f460e7289d0a8df291,01125,sao paulo,SP
2ff1b818fb048c44dc6629f013cceae6,45604,itabuna,BA
339c527109c4c03e8e09bd4b593dab5f,15760,urania,SP
523b7915f240831d06b34ab9b804a200,18480,itaporanga,SP
6e620488162fe1129d32f26b751d770a,18460,itarare,SP
8170c6e6d010d22195bcd959f5de1ea5,06342,carapicuiba,SP
9448bf54ca4a047cb99b0dee1a9bfa25,04183,sao paulo,SP
c37cc6c1a59d81460a3059744f7ada1c,88535,correia pinto,SC
eabaccde0fe3120d2cbbcfc93e2b4177,13420,piracicaba,SP
f64ec6d8dd29940264cd0bbb5ecade8a,25665,petropolis,RJ
664fe7916cb8709c6b848383c6361dcc,09371,maua,SP
7cf08f01ab6a6a1365e1613989a65158,96740,arroio dos ratos,RS
7ea3dc64a652d699ace3048e904c561b,35590,lagoa da prata,MG
821e4e781313d2eb18711efe7a50d66a,28970,araruama,RJ
8ec9e01dc8cbd31897a2f2116c5fbae4,09271,santo andre,SP
97258e1c1f77f32358eccd1c9ee5954d,28895,rio das ostras,RJ
a5afb1cd8d3b8126d2d39a7a29880c09,99615,trindade do sul,RS
bc877a9f97bb3f3d4fcd5f86028f81a9,81110,curitiba,PR
c1977e8e3ea0900e70cd1dd70123d382,15500,votuporanga,SP
c1977e8e3ea0900e70cd1dd70123d382,15503,votuporanga,SP
d2c30c00f9787faf7349ea558c153613,48890,valente,BA
da8ac849037c7201a41a4db0b1fa963e,03688,sao paulo,SP
096e351116755fe4c3c1e48eaf301a41,02422,sao paulo,SP
17e873c00e3fef97c9f1347c6681bd1a,05684,sao paulo,SP
2708339a3f5355f56983737d54fbce59,22780,rio de janeiro,RJ
384d6654ad80e9f1426b7a4ef9e40997,13145,paulinia,SP
6e26bbeaa107ec34112c64e1ee31c0f5,21381,rio de janeiro,RJ
87b3f231705783eb2217e25851c0a45d,36016,juiz de fora,MG
a7bbfaf8a288c45dc38d4693535dd63f,14057,ribeirao preto,SP
c130bf40aa6d3bdb444b04a8d78adf5a,05363,sao paulo,SP
d35b852498996bd67a141c266e92f35b,01042,sao paulo,SP
e87c2e2e5985c5996ec20651a3d50fe7,70770,brasilia,DF
ef309784561fed416ff25e05ddfe495e,15085,sao jose do rio preto,SP
fe3e52de024b82706717c38c8e183084,72306,brasilia,DF
fe3e52de024b82706717c38c8e183084,36420,ouro branco,MG
0d153268371aa25450d4117ff070277e,29314,cachoeiro de itapemirim,ES
0e4cb268bd62da7db135af6349b4fc2a,14860,barrinha,SP
240f980f7c03e873c538e86792646919,49500,itabaiana,SE
24d27f115e367d9129a0e7a7a5d36866,34007,nova lima,MG
511152350c802fe363fd2417b1a09357,78750,rondonopolis,MT
6428403ac3b03984c38fd083fa1647b0,24440,sao goncalo,RJ
78c5bae602d6d120f6f4ed4acbd46284,09090,santo andre,SP
8b160faff469868625c7c82cbd310636,06702,cotia,SP
8cb0a62e8c536632e7c0a985166a089b,03378,sao paulo,SP
944779ed5e0464b49fbb2108382b0ddf,88220,itapema,SC
947e93a9bb28256adebe49f78cff07ad,86036,londrina,PR
e44110c2ff342e5bbda6c2224d94bbe6,01202,sao paulo,SP
e77723abebdc6d6b95814047f75c2aab,05372,sao paulo,SP
0af334fc660bfc9c75109752cc8271d7,20740,rio de janeiro,RJ
1741b0bef7ccbc530ba7287000d5f49f,92990,eldorado do sul,RS
194be31520cde5c527bad17720119e85,18150,ibiuna,SP
2280ecb8db2591c39d1c7d3e9caa115c,08810,mogi das cruzes,SP
2f87ccd8d2d676d667a844ee5c6a17bd,95112,caxias do sul,RS
36be413fe0f4a74eee7b764e758730ed,79051,campo grande,MS
59bba92de9b8f6be0808e4d9d64b4b43,94435,viamao,RS
5b3186d7cf904f2f9369aec26faba4d2,39401,montes claros,MG
5b881f1b0bea55f5933b61c9a99c9ecc,99470,nao-me-toque,RS
5c00e849b56a56ea31560d5d66f933e9,21021,rio de janeiro,RJ
698a9cafcc15cac8cdbaee64adc6efbe,29171,serra,ES
6c005d6d2d21634f3eabb0720c780d75,04010,sao paulo,SP
71a92fd3087501bcfba6e6e1ef7e8fd7,23070,rio de janeiro,RJ
7a311d62282fa63be12b02aef2fd21d1,04140,sao paulo,SP
7d08a8005756c215935d45bcc0e9a760,20250,rio de janeiro,RJ
c3733cbdb41f37b5477b2c01c523e220,35790,curvelo,MG
d0e4eb7f19326cba84b20949f1c90393,15091,sao jose do rio preto,SP
d5ca668597a3b40c1e527db8c761f03c,04143,sao paulo,SP
e2889baccec81ed3bed4d66c1c675cb2,92990,eldorado do sul,RS
ef7ccf8e6acbf1ac71af305967e708c3,31330,belo horizonte,MG
065dcef61d5f66b30d2ee51b5343d023,03254,sao paulo,SP
139093b1c6e7e3108ac0469ce43bfb99,24240,niteroi,RJ
186638bdb0f600c9bf2bd60e4b14537c,37701,pocos de caldas,MG
5b52858bcdab75cfc4593b13ea32db62,09070,santo andre,SP
64a5301ff6bdaf1baa00058672402d7a,95070,caxias do sul,RS
692074726678229d1fe1887a9f0abb14,18535,jumirim,SP
e9dd12dca17352644a959d9dea133935,42800,camacari,BA
ea4dce18a6994b1e69f0bc8093cfe869,37260,perdoes,MG
f8f6ed51ded0d4757a6153f5ce0f8906,88330,balneario camboriu,SC
f99fa0c7b369bde9c53edc9e6f6c4a58,03153,sao paulo,SP
07342638d0e0aad32c3cf0efc1a37ba5,35960,santa barbara,MG
1f9756abd497b76eeccb492bfe91df35,64067,teresina,PI
2767f1bba0529fe3f48378c05ea40f0f,13802,mogi mirim,SP
38e74ef4e3bcf3019fd22b84649bf90d,35738,prudente de morais,MG
3ae522de6b23a3699ef105d4c4b3b82d,88051,florianopolis,SC
75eacb17f5ef482c37c7b7903f014ece,88708,tubarao,SC
7cbf84875196ee1d04dc880ebbfaa7ef,12243,sao jose dos campos,SP
8e84222ad36cb6ab528b745ae6e18d11,31985,belo horizonte,MG
8e84222ad36cb6ab528b745ae6e18d11,32659,betim,MG
8f1794300ad248a55eae07168219ca15,35930,joao monlevade,MG
a262442e3ab89611b44877c7aaf77468,22451,rio de janeiro,RJ
a262442e3ab89611b44877c7aaf77468,49100,sao cristovao,SE
b7741f7ec50ab6bcd52ab08ea8f214d9,30180,belo horizonte,MG
c89d91308d60d2f2076d20296962f2c3,82530,curitiba,PR
eb3401656cd6eaad985629735dc1c339,36570,vicosa,MG
f1bee02ceae8a430506b798786f766b4,60170,fortaleza,CE
03ef7f03905227e15c7b6c860554b3cb,88058,florianopolis,SC
13ac6da47fef1b17b16f511e03b57918,02632,sao paulo,SP
256b3e7a939dddf3e40608cac69e88c7,24905,marica,RJ
362928c8cd61df2e6951751dffb4be85,13150,cosmopolis,SP
378c06babf08c70f32e748ac24ea33e0,14784,barretos,SP
4067ba7df47a2bcb753ae5f7530fc7cc,03361,sao paulo,SP
43c73f9043398f0dd2163fc5f825e61a,30770,belo horizonte,MG
5d63628c95182301765aa1482b0293aa,12246,sao jose dos campos,SP
6fc92189a4d83f8f8eb046b050ce8687,25710,petropolis,RJ
70c976663a07ebfd35d81c6179258391,03081,sao paulo,SP
7588c20c457369de8caad958afc1cc06,76824,porto velho,RO
82c173abf4679049bd8628bfe89a9f2c,24230,niteroi,RJ
82c173abf4679049bd8628bfe89a9f2c,24315,niteroi,RJ
894382535eef1ce243ec19088626be0e,20560,rio de janeiro,RJ
9fa0a504d42412f2bc9878d90541121d,07845,franco da rocha,SP
aa2630ebac79aa0c7749370b705121bc,25212,duque de caxias,RJ
ba16ab3721ffd6b57fc87a7a4f6a4fcf,11420,guaruja,SP
c3a8c3c742829113458555ed8d300404,05790,sao paulo,SP
ccc3e3aa5b39011a6b206229fb9b4383,24220,niteroi,RJ
e3a07a2fce775f67bcf06e6278807608,71090,brasilia,DF
33176de67c05eeed870fd49f234387a0,94930,cachoeirinha,RS
4702945c3b363dd3a5d1cbe913cc95d2,71916,brasilia,DF
585ba6a115792c0b0483d65e5ab1f4b6,24210,niteroi,RJ
6a0d68294a58730f94eab8de2abcf050,89680,irani,SC
c4d9ec8c227594222eedd980cb28a6f4,28380,natividade,RJ
e079b18794454de9d2be5c12b4392294,27525,resende,RJ
ee3adea169ca02ca9bd1e80bc620856e,09950,diadema,SP
f526077dd7bdfdb1a6e10cd6b194b548,24130,niteroi,RJ
0697142614905a50813d854fa08b8eaf,11425,guaruja,SP
08a374bca4063116d5530a7b04ecaf3f,89809,chapeco,SC
1c553721323d2cf153d114724b92118e,07855,franco da rocha,SP
2b4efa2bb0d9e62ee5e197cacd93c0d6,37600,cambui,MG
372b41e8faa2819e0b6346b16cdf402b,36170,pirauba,MG
53cc7338a7d5994fe8baa28a039d2343,06526,santana de parnaiba,SP
5ebd246be48ec18bf3859966284333f8,30160,belo horizonte,MG
6894b2a8a74e1c7fb9452d0cb861e634,76900,ji-parana,RO
6a41171c962a6356e8ea95518821dd45,01552,sao paulo,SP
6c722fdc0ca8a586dcfa980f2f1278eb,20950,rio de janeiro,RJ
84720447172b234e7504da52ee639435,81050,curitiba,PR
a0d44d593fe455c0ec7ed8f4715190cb,01451,sao paulo,SP
a2b7188b91416738f3f713f6e107f276,90870,porto alegre,RS
af842a6ed9f77511c9bf46922a29ecb5,13140,paulinia,SP
cb4f48aa5b4657435b012a65f2a122eb,35960,santa barbara,MG
d0145502f422d4a9387f75186674f29a,37590,jacutinga,MG
d65921a138c59000aff343f8c991b896,76265,santa fe de goias,GO
125740359669fa63858476105a5d523d,78850,primavera do leste,MT
130f4a32887cc549621b3c6cf36bf77e,08683,suzano,SP
3a5b0d10ee72cefb504df217532a4e6a,33400,lagoa santa,MG
56238e115fd05d88a5e9ae565b8c2dbb,26292,nova iguacu,RJ
5bdb6f56a8fb4272b802f504bb6d1287,12980,joanopolis,SP
5c117c579cb98a9c6c50e1301a349f3a,44050,feira de santana,BA
5ec4c90f549177a8cbbbc7419353e66a,04305,sao paulo,SP
7eeb6421712844795dd8ff9ec6a58b18,33823,ribeirao das neves,MG
9eb77967122094a4eea4084933b47a1e,06700,cotia,SP
acc374bd9024806a83121b1d2565db2f,96214,rio grande,RS
c658495c41a24ef33a852db6840738a1,84265,telemaco borba,PR
dc858be5b0bb881c067192937bf4ff78,06172,osasco,SP
fed519569d16e690df6f89cb99d4e682,20540,rio de janeiro,RJ
032b3a42598667caf2e099999b9dc1b9,92030,canoas,RS
13bf0b4120921402dff563cda4383ff6,21320,rio de janeiro,RJ
14843983d4a159080f6afe4b7f346e7c,24220,niteroi,RJ
209e5691e2cda59cd71e45417d7f95a2,89190,taio,SC
2b4871f788b44ee004ec2c7fc7cd420b,89801,chapeco,SC
355ae139c8a163fb77c065a2d1403ed9,13420,piracicaba,SP
75a398e43d9757a4f7d6f622aeb22c47,08573,itaquaquecetuba,SP
8cfc5350efe3bce6a0d6f96fbaf2c3b4,35530,claudio,MG
954456f376f79dfa36460750500f7dc6,88015,florianopolis,SC
d6da88f652fc0f69dea0db20393a752d,60190,fortaleza,CE
dcae10a371a35e87b7e88b8724a7bbea,22011,rio de janeiro,RJ
ea94f7a5177a14fde12ff625b03dcd7a,89837,coronel martins,SC
ee2e40e31211c5c36ebf28b78316542e,93600,estancia velha,RS
004b45ec5c64187465168251cd1c9c2f,57035,maceio,AL
004b45ec5c64187465168251cd1c9c2f,57055,maceio,AL
1477c54a1abe3610e3e9ab411801cecb,89040,blumenau,SC
1bbf6de8bbe287cb474e57d437d72969,50760,recife,PE
1bcbeccb2851888f299cf9a5dba8553d,15801,catanduva,SP
35e146c985a9cf989c91edb4c0c156fa,21371,rio de janeiro,RJ
4b9c1e46a59a75a9af94bc7e355b97a0,03807,sao paulo,SP
593cb774409e5239a1946d1c88e0813d,87045,maringa,PR
5d7ff357d021646cf8adf2601713f624,04538,sao paulo,SP
5f8ad624020f7db33a63d5a0e5d14348,19010,presidente prudente,SP
73a218a376e1c8e6a31799484fe514b8,30535,belo horizonte,MG
8004f80e361a5ee23aadb7418a685fc2,12233,sao jose dos campos,SP
86a78c9e5114f4ed30887d4fd8153d9e,27963,macae,RJ
95cfb39a7e263160308a934e42cfc4e0,08615,suzano,SP
a124666e823bbd5fb77a72afc8c1360c,02616,sao paulo,SP
baa8144c90cc484cda27858b86a32f99,06233,osasco,SP
dff33bfc45ae0becc55ce9b50acd4073,69055,manaus,AM
e6f18fab493c0bdc553eafd9b66cb5f2,21220,rio de janeiro,RJ
10bf8afdd66da75c386fbacf04c85710,07023,guarulhos,SP
194f1bab01e4e36f4255603e9a427b89,37550,pouso alegre,MG
289dcfbdf9ce2f94565a76800eb71157,45810,porto seguro,BA
3110339155d740dc64b31e1666952100,02530,sao paulo,SP
3daa1c97a3155484f70c88b19c90dfb5,61890,guaiuba,CE
43714f2590bcb9f935ae68073d6c34f1,11310,sao vicente,SP
4ad4d9be004941fb8e0ffd31ddbf1f3c,70680,brasilia,DF
5fe117882be55ee9ad0d6c6c56d11019,90680,porto alegre,RS
683459cab0129375a071efb00da7c191,13400,piracicaba,SP
88fcb680dc8cd2e540010c0750b78242,13348,indaiatuba,SP
91e59b92e87f627abdab279ea3ab0c87,09351,maua,SP
970e5961383615662043afa2d9c68802,30880,belo horizonte,MG
bb6d785b806cb1eef824812b06b9f15b,03983,sao paulo,SP
e372df26ddbc7532211a9886f9d3f358,07023,guarulhos,SP
f1c08d13b8520a6efa197627fada3a56,95995,arvorezinha,RS
fd09c64a101e3eff4adbca1b28552514,08070,sao paulo,SP
fd09c64a101e3eff4adbca1b28552514,08542,ferraz de vasconcelos,SP
124ef8d5acc80858c69d34e3e08b572d,99750,erval grande,RS
280c34dc057ff9f3cd17360673d4b87c,95914,lajeado,RS
280c34dc057ff9f3cd17360673d4b87c,95900,lajeado,RS
2ca8ef8560c5cd0f9ddb65d1b1b51380,51030,recife,PE
459759c02362af7a218dd2fe035b3c07,61906,maracanau,CE
609adc68db390a15fd21648c496f50b7,21020,rio de janeiro,RJ
63adc4def3cd3c39bd83083d737d98b5,04302,sao paulo,SP
65e2735427dedd6a787e5b065b3cc41e,11705,praia grande,SP
67e747b902c2d5c2e5a266b00d965145,86160,porecatu,PR
74b8021516f25eb91f5b4e704a2cd671,48355,itamira,BA
7b51437497e9c9b82a08ddb62dfb7b88,11451,guaruja,SP
b9fc2d4c90bdadc7052fabe8353084ed,75709,catalao,GO
e8663abca66edfe7b18d03a921637578,24936,marica,RJ
e8663abca66edfe7b18d03a921637578,24020,niteroi,RJ
ec0f5b4fe392d71f361112c1b508b707,76803,porto velho,RO
ec0f5b4fe392d71f361112c1b508b707,58428,campina grande,PB
23539ab2fa3d6e255f96114be5d2dbd3,07052,guarulhos,SP
3a41ac64aa715256d81e129f02b451bf,11702,praia grande,SP
5ee1a7e84a17bcddc784977557a7a186,22061,rio de janeiro,RJ
8e49d21f0335c3013583f2b3f99f8e25,03962,sao paulo,SP
90f323e9f0948ddd96c6f6a8ecc75830,88200,tijucas,SC
95d47153b9bc4d0fe3b9c714c4b19c3b,38610,unai,MG
c05e676aa7a9139b522ba75149226825,05756,sao paulo,SP
c0842fc6a034863db2d8479df8435492,03227,sao paulo,SP
c893e6fe915add1b28ef934048f0023e,13500,rio claro,SP
d7c6bdf20c4ec9c9cda815dde58e778a,37470,sao lourenco,MG
d821b0981be9795c42ff1b2dece149cb,02122,sao paulo,SP
fd03997c82649affc061d275ddf1f3d9,29162,serra,ES
07ff81a9676efa0286ddd3f09e7c0063,88015,florianopolis,SC
0ea353565cdde00e1d8352a08290a352,22081,rio de janeiro,RJ
0ea353565cdde00e1d8352a08290a352,22420,rio de janeiro,RJ
334293c291f43a6aa85020f8597a171f,13710,tambau,SP
35825208c1a9b2d7cccd2eee08d8cbc6,07063,guarulhos,SP
4ce423721c74231c174d0bb22367645a,06826,embu das artes,SP
606441378b517f9eeb89f9154a1c4d4f,04857,sao paulo,SP
668ddbdd3ee99d4339eadfef21531d45,22760,rio de janeiro,RJ
7828a4a1ee004bbe6665cbffbc4bf2d9,18550,boituva,SP
aebc1c715aad58419ecb2d919f449127,74070,goiania,GO
b4d20b907a61795e8c8f3a7966c6cfb9,06410,barueri,SP
cdc8b0d152b868db7e28de59f642c94a,55004,caruaru,PE
cdc8b0d152b868db7e28de59f642c94a,07132,guarulhos,SP
d16f2966cda34d01f661bfc50635edb2,01321,sao paulo,SP
d16f2966cda34d01f661bfc50635edb2,01424,sao paulo,SP
d3efd0ae3bee9c35f302e336aef87b99,66040,belem,PA
01ea7dfdac01a4e8fbe2902b73510b20,22220,rio de janeiro,RJ
031ea691b99fc101dcad357d1a83573f,01332,sao paulo,SP
031ea691b99fc101dcad357d1a83573f,05883,sao paulo,SP
15a52a044cbf18c87283f8c460ad5ccf,18150,ibiuna,SP
220bcdd6ae284ed1a273d99003fa8a0e,04516,sao paulo,SP
320e13a9e22b4e4cda8c17ed1c140ce0,13660,porto ferreira,SP
32539c368b3b9fa70283a7bce0f23909,85807,cascavel,PR
4e1cce07cd5937c69dacac3c8b13d965,13730,mococa,SP
4e1cce07cd5937c69dacac3c8b13d965,13736,mococa,SP
6287d15cdf992224e7bb7010c69c4095,79602,tres lagoas,MS
6345e3b3ba5ee47685e29ec5febc8155,17280,pederneiras,SP
6345e3b3ba5ee47685e29ec5febc8155,06454,barueri,SP
7305430719d715992b00be82af4a6aa8,91210,porto alegre,RS
7a774055fedca2666e77244c5e50368f,05590,sao paulo,SP
93427465b223bc8292b51bb86077b695,60866,fortaleza,CE
987fadd385777d8f27edac709bc9fb61,04311,sao paulo,SP
a0d58c3abf0bc947e39f72976db72428,99700,erechim,RS
d649357bd5b1b116bf9662f41259db37,14300,batatais,SP
d927267e54f07b9e0fd408d2f840024c,24800,itaborai,RJ
013ef03e0f3f408dd9bf555e4edcdc0a,13092,campinas,SP
0895c61a77b305efdfad13596c749c60,13088,campinas,SP
1291474366a550ebc251d9187e763d62,12239,sao jose dos campos,SP
1291474366a550ebc251d9187e763d62,12213,sao jose dos campos,SP
19be5923f7d998e76b9f3b1eb87c32af,88763,santa rosa de lima,SC
282dc4abbf2759fb9bb77217f5cd6c4c,27197,pinheiral,RJ
3a131e6c88849b1d0b28020c3809ea29,80410,curitiba,PR
4ef6c02126b21225e011b242f9f79c6f,18085,sorocaba,SP
4ef6c02126b21225e011b242f9f79c6f,15015,sao jose do rio preto,SP
5a6b37816cefa8497b74b1ef78dbb202,28630,nova friburgo,RJ
693b3203dcd4cef5288c5fd8d53f0efe,12720,cruzeiro,SP
7cb9a6b438fe0a5f228bfd32ff9e1a11,30720,belo horizonte,MG
8961b4ca2c5aceb7a78ea72c6e0c840a,06056,osasco,SP
a56df37f1251ec47d5ad53dab3043f38,28950,armacao dos buzios,RJ
a7d9a3e447614288937ad2bba991676c,08120,sao paulo,SP
b316e256ce45161d3ab81f74834376e8,14860,barrinha,SP
c2551ea089b7ebbc67a2ea8757152514,44380,cruz das almas,BA
c60635e3c36e27ff9222fdac1ef3e17f,74013,goiania,GO
ca3865ab988451f1544dad3910217f29,11630,ilhabela,SP
d0924cc48eeb9e613a31e365ba1db47d,11609,sao sebastiao,SP
dd6e665621eca3de5e37b072f7d50f0c,03364,sao paulo,SP
ea8a37a119980ee4681e28145b39bb3b,06160,osasco,SP
f172c33b146e90b95ee12499eb6632cb,76510,crixas,GO
21c8aa0cb27943cbf33d75985e28da67,21321,rio de janeiro,RJ
310647380793836bfa5b7b6b3f518423,14095,ribeirao preto,SP
326489271c23dd3128b4480220e5232a,38405,uberlandia,MG
51dc56123336c573f2977f5da81b17b9,20251,rio de janeiro,RJ
582183483d33018384b309d31c45f353,19360,santo anastacio,SP
76e5f3bca2b1f5c510c41563c2ea31a4,22775,rio de janeiro,RJ
771f344c1ac13d8ccdf2d14c48e2c6c3,83408,colombo,PR
9b22d6fe1f74d6e1aefec789415ec847,02020,sao paulo,SP
a55e19719dab7efad8d5b7b0bedf5326,04810,sao paulo,SP
a7f8b23aaf522616c6c7daa2a3753247,58045,joao pessoa,PB
af5454198a97379394cacf676e1e96cb,11900,registro,SP
b1a82c8d03f1811eb03d6cb6555ea68e,06325,carapicuiba,SP
bf482716881b0c14af9efda1fc58a649,20940,rio de janeiro,RJ
cfdaaa0caea59b06efb4b0fb8c700684,19260,mirante do paranapanema,SP
d02cbb85434c84acabb8e81bbf064d3e,13920,pedreira,SP
dbd74164682e2397d489169439362184,02054,sao paulo,SP
f3b75d6f1b2a6555223b35fcb52dcf54,88705,tubarao,SC
00a39521eb40f7012db50455bf083460,72595,brasilia,DF
318b8659483e12e9cbe1e6550d97f9d9,89052,blumenau,SC
483b26e1bf0f4797e5512d8849d90835,08579,itaquaquecetuba,SP
51d8d985d769925b981b4a34ddf6dfc6,35300,caratinga,MG
51d8d985d769925b981b4a34ddf6dfc6,35340,bom jesus do galho,MG
5cbfdb85ec130898108b32c50d619c39,74980,aparecida de goiania,GO
5cbfdb85ec130898108b32c50d619c39,78640,canarana,MT
5cc1eb5a94ab59494d63f06a5c7eec15,13484,limeira,SP
6cf5a61d865d979d060812cdb48ce484,86049,londrina,PR
719b416ebeb9f51638f343c4cc19f742,28020,campos dos goytacazes,RJ
731ea3afd190908a9cbed04f42aa51e2,11460,guaruja,SP
919bf2617845a0f73acc0361cba58267,30535,belo horizonte,MG
a74e3f2f887f14862e34c61ed0e4c5d0,14820,americo brasiliense,SP
b25a21b56a2d74da49e04cadbc9e0dd8,43700,simoes filho,BA
b25a21b56a2d74da49e04cadbc9e0dd8,41705,salvador,BA
